src,dst,sent_count,received_count,buffered_count,drop_cos_count,buffered_lowcos_count,sent_bytes,received_bytes,buffered_bytes,dropped_bytes,buffered_lowcos_bytes
S17,S16,5,5,5,0,0,9001,9001,9001,0,0
S17,S2,1,1,1,0,0,1790,1790,1790,0,0
S17,S3,26,26,25,1,0,46760,46760,44966,1794,0
S17,S5,19,19,16,3,0,34188,34188,28809,5379,0
S17,S6,11,11,5,6,0,19815,19815,9020,10795,0
S17,S7,1,1,1,0,0,1791,1791,1791,0,0
S17,S8,33,33,16,17,0,59330,59330,28750,30580,0
S17,S9,29,29,27,2,0,52148,52148,48561,3587,0
S2,S10,17,17,16,1,0,30555,30555,28765,1790,0
S2,S11,3,3,0,3,0,5397,5397,0,5397,0
S2,S13,15,15,9,6,0,26982,26982,16195,10787,0
S2,S14,1,1,0,1,0,1794,1794,0,1794,0
S2,S15,17,17,17,0,0,30583,30583,30583,0,0
S2,S16,1,1,0,1,0,1794,1794,0,1794,0
S2,S17,14,14,14,0,0,25235,25235,25235,0,0
S2,S3,13,13,9,4,0,23438,23438,16232,7206,0
S2,S4,2,2,2,0,0,3600,3600,3600,0,0
S2,S5,28,28,15,13,0,50351,50351,26969,23382,0
S2,S6,27,27,13,14,0,48612,48612,23426,25186,0
S2,S7,1,1,1,0,0,1796,1796,1796,0,0
S2,S8,34,34,8,26,0,61169,61169,14405,46764,0
S3,S10,2,2,1,1,0,3583,3583,1792,1791,0
S3,S11,19,19,19,0,0,34160,34160,34160,0,0
S3,S14,16,16,15,1,0,28805,28805,27014,1791,0
S3,S15,14,14,8,6,0,25159,25159,14391,10768,0
S3,S17,20,20,18,2,0,36001,36001,32408,3593,0
S3,S2,32,32,16,16,0,57542,57542,28767,28775,0
S3,S4,16,16,13,3,0,28791,28791,23393,5398,0
S3,S5,24,24,15,9,0,43156,43156,26996,16160,0
S3,S6,13,13,0,13,0,23369,23369,0,23369,0
S3,S7,26,26,25,1,0,46878,46878,45093,1785,0
S3,S8,8,8,7,1,0,14371,14371,12581,1790,0
S3,S9,16,16,15,1,0,28744,28744,26953,1791,0
S4,S10,19,19,12,7,0,34195,34195,21606,12589,0
S4,S11,63,63,63,0,0,113294,113294,113294,0,0
S4,S13,4,4,4,0,0,7199,7199,7199,0,0
S4,S14,33,33,32,1,0,59370,59370,57572,1798,0
S4,S15,1,1,0,1,0,1794,1794,0,1794,0
S4,S16,4,4,4,0,0,7189,7189,7189,0,0
S4,S2,14,14,13,1,0,25218,25218,23426,1792,0
S4,S3,4,4,4,0,0,7196,7196,7196,0,0
S4,S5,14,14,13,1,0,25168,25168,23378,1790,0
S4,S6,7,7,6,1,0,12585,12585,10795,1790,0
S4,S7,3,3,3,0,0,5413,5413,5413,0,0
S4,S8,27,27,27,0,0,48585,48585,48585,0,0
S4,S9,15,15,15,0,0,26956,26956,26956,0,0
S5,S11,19,19,18,1,0,34175,34175,32378,1797,0
S5,S15,62,62,62,0,0,111627,111627,111627,0,0
S5,S16,63,63,63,0,0,113289,113289,113289,0,0
S5,S17,3,3,3,0,0,5408,5408,5408,0,0
S5,S2,3,3,2,1,0,5385,5385,3600,1785,0
S5,S3,32,32,0,32,0,57570,57570,0,57570,0
S5,S4,1,1,0,1,0,1784,1784,0,1784,0
S5,S8,3,3,0,3,0,5403,5403,0,5403,0
S5,S9,52,52,44,8,0,93504,93504,79152,14352,0
S6,S11,31,31,14,17,0,55748,55748,25204,30544,0
S6,S14,2,2,1,1,0,3580,3580,1790,1790,0
S6,S15,14,14,14,0,0,25164,25164,25164,0,0
S6,S16,30,30,30,0,0,54005,54005,54005,0,0
S6,S17,35,35,17,18,0,62956,62956,30582,32374,0
S6,S2,4,4,1,3,0,7199,7199,1797,5402,0
S6,S3,3,3,0,3,0,5390,5390,0,5390,0
S6,S4,15,15,15,0,0,27000,27000,27000,0,0
S6,S5,1,1,0,1,0,1794,1794,0,1794,0
S6,S7,32,32,15,17,0,57569,57569,27003,30566,0
S6,S8,57,57,55,2,0,102557,102557,98964,3593,0
S6,S9,1,1,1,0,0,1796,1796,1796,0,0
S7,S10,15,15,15,0,0,27020,27020,27020,0,0
S7,S11,3,3,0,3,0,5395,5395,0,5395,0
S7,S13,16,16,15,1,0,28768,28768,26976,1792,0
S7,S14,34,34,29,5,0,61219,61219,52214,9005,0
S7,S15,17,17,17,0,0,30598,30598,30598,0,0
S7,S16,32,32,30,2,0,57567,57567,53995,3572,0
S7,S17,16,16,14,2,0,28768,28768,25182,3586,0
S7,S2,1,1,1,0,0,1795,1795,1795,0,0
S7,S3,44,44,44,0,0,79326,79326,79326,0,0
S7,S4,18,18,17,1,0,32370,32370,30581,1789,0
S7,S5,1,1,0,1,0,1797,1797,0,1797,0
S7,S6,20,20,19,1,0,35995,35995,34200,1795,0
S7,S8,27,27,24,3,0,48577,48577,43185,5392,0
S7,S9,1,1,1,0,0,1788,1788,1788,0,0
S8,S10,3,3,3,0,0,5389,5389,5389,0,0
S8,S13,1,1,1,0,0,1795,1795,1795,0,0
S8,S15,19,19,17,2,0,34175,34175,30583,3592,0
S8,S16,15,15,15,0,0,26991,26991,26991,0,0
S8,S17,33,33,23,10,0,59341,59341,41385,17956,0
S8,S2,6,6,3,3,0,10781,10781,5376,5405,0
S8,S3,32,32,27,5,0,57525,57525,48544,8981,0
S8,S4,1,1,0,1,0,1795,1795,0,1795,0
S8,S5,17,17,0,17,0,30614,30614,0,30614,0
S8,S6,50,50,48,2,0,89843,89843,86259,3584,0
S8,S7,26,26,26,0,0,46792,46792,46792,0,0
S8,S9,16,16,13,3,0,28759,28759,23366,5393,0
S9,S10,1,1,0,1,0,1799,1799,0,1799,0
S9,S11,1,1,1,0,0,1792,1792,1792,0,0
S9,S13,19,19,18,1,0,34163,34163,32361,1802,0
S9,S14,32,32,31,1,0,57528,57528,55734,1794,0
S9,S15,4,4,0,4,0,7199,7199,0,7199,0
S9,S16,34,34,29,5,0,61198,61198,52215,8983,0
S9,S17,29,29,29,0,0,52182,52182,52182,0,0
S9,S2,1,1,1,0,0,1790,1790,1790,0,0
S9,S3,35,35,31,4,0,62973,62973,55798,7175,0
S9,S4,1,1,1,0,0,1791,1791,1791,0,0
S9,S5,14,14,13,1,0,25196,25196,23402,1794,0
S9,S6,4,4,3,1,0,7198,7198,5404,1794,0
S9,S7,16,16,16,0,0,28814,28814,28814,0,0
S9,S8,13,13,12,1,0,23397,23397,21608,1789,0
