pca_1,pca_2,pca_3,label
-0.11911444050163353,-0.08355437557248546,-0.1500463482634423,0
-0.09710180430006607,-0.06257398413105214,-0.07925934665914208,0
-0.082419665129837,-0.048399281886020384,-0.09028143041141584,0
-0.03415064006143684,-0.004177112020465612,-0.1876437948996889,0
0.004495149937111975,0.026673238471568494,-0.29680017498037087,0
0.016865486845994787,0.027023064442169398,-0.29938018820709905,0
-0.005486992010669045,0.005789979237193987,-0.2483667425088517,0
-0.024979474877739022,-0.0071827079275343375,-0.18121351501853927,0
-0.012847068691074243,0.0003784914543434881,-0.23434164617353992,0
-0.0014388751993355264,0.02050569814946146,-0.2822902441943764,0
-0.01458298268451591,0.012870243779570523,-0.2751164815935867,0
0.008889745606087324,0.0338225683811646,-0.3113951126156694,0
0.025476289057261958,0.04409993752738217,-0.3945358204727203,0
0.022669967692612647,0.058881461421222414,-0.39642527636112374,0
0.01661347605009189,0.052698909847368414,-0.3793650255797243,0
0.01720933084122206,0.0556915979303802,-0.3764427227514253,0
0.014943305175937394,0.04994467462168428,-0.38886946842565656,0
0.033765816288487835,0.03201282373109554,-0.3878083845785607,0
0.03422867946669146,0.026442011365066687,-0.40026505224645703,0
0.05158232239644424,0.05291225974900737,-0.39080192183612644,0
0.022437299198747263,0.006708203983225303,-0.45044226322354697,0
0.04361944286389964,0.018971716720217857,-0.4714550928108385,0
-0.011867572606901189,-0.009610063100042532,-0.22004831745747355,0
-0.15947584221249247,-0.14856689724548164,0.06134313730584379,0
-0.17166920327313442,-0.18327166139426132,-0.04154603010843966,0
-0.1827379859990272,-0.18106361323180387,-0.013999066643382185,0
-0.1635253446834599,-0.14828082863632483,0.026778081340338045,0
-0.1584924769078083,-0.14266227162734113,0.0395247821892763,0
-0.14520534101022417,-0.12170661786411102,0.055483908377593594,0
-0.12494029082757399,-0.10704235060407508,-0.014129336620730848,0
-0.09348044701939365,-0.0734178212428836,-0.034833749703622185,0
-0.07346112147601569,-0.0554584948876215,-0.09330614432191528,0
-0.06994817795788047,-0.05082087635383853,-0.08796300068136165,0
-0.06730437126197317,-0.05007912186231761,-0.10187716623583468,0
-0.06725656830332885,-0.048436805426598895,-0.09762711096658003,0
-0.06643359228610993,-0.04852817485917116,-0.1044138138892019,0
-0.06599055074988477,-0.04689558257415266,-0.09840260672316464,0
-0.06224384030602009,-0.038614757815634615,-0.12238166547962745,0
-0.04370016121189413,-0.02078244379201677,-0.16145501079186647,0
-0.020248065829266665,-0.001069227794285088,-0.21814915939655508,0
-0.029318825446098123,-0.009779028306249382,-0.21361956292994203,0
-0.032279527333857694,-0.012731972541271341,-0.22465308571978065,0
-0.10593368827763225,-0.07683853500778637,-0.047766050692575224,0
-0.15953534497149544,-0.12966336450050966,0.049239237659743806,0
-0.12739578520802833,-0.09315139523230026,0.027969749013098066,0
-0.13165517805615592,-0.09833772965987106,0.020566309079782852,0
-0.12668214764015742,-0.09337804796111915,0.027486107312085728,0
-0.13253781923985766,-0.10008580232289979,0.022049447750347118,0
-0.12920881365201267,-0.0948639745433224,0.026172085249734967,0
-0.1318881022568861,-0.09970349216525776,0.018848910570346322,0
-0.1322754654713321,-0.09749655462473111,0.02362509822073322,0
-0.13504814262337908,-0.10228333365737372,0.022860359731201096,0
-0.1351409129588503,-0.0995095972025625,0.028061787301909946,0
-0.138074859697595,-0.10499358521880323,0.023861341245121903,0
-0.13677996840961312,-0.10119333913554732,0.02590926576859187,0
-0.14259537551411647,-0.10566072745503971,0.019151475005789842,0
-0.13749430676874372,-0.10080089820219099,0.027727081866303183,0
-0.1367569301869441,-0.10867302431645551,0.019357436169981812,0
-0.1332257686194789,-0.10374363853609006,0.025670320256781454,0
-0.13615973055109884,-0.10819480938059803,0.0176932632609183,0
-0.13460199099419215,-0.10429330177769575,0.027092576789890965,0
-0.13467554482280733,-0.10669043013704313,0.011067053002334015,0
-0.10269024971060517,-0.0733056070391625,-0.02985888528856767,0
-0.09390753675905142,-0.06794874882396607,-0.06620712052250877,0
-0.10169634817832349,-0.06549677130792392,-0.01715967608944302,0
-0.15963857383833277,-0.16620109189536666,-0.1849554876478548,0
-0.22381956741665918,-0.26146365849270825,-0.2477472251241473,0
-0.2294865307398141,-0.2657954951641658,-0.23571011605066433,0
-0.23345460487998979,-0.2730244593218349,-0.2548188477843054,0
-0.24666157325490815,-0.28535872244670374,-0.2306381584641372,0
-0.24182674220929343,-0.2833756976232307,-0.24277940078016902,0
-0.22965518233966872,-0.26963613304793366,-0.26710329817048983,0
-0.22005458151953203,-0.2600472666980599,-0.2749243097279823,0
-0.21801080943652015,-0.26540957904073315,-0.23597522831658763,0
-0.19943393234594178,-0.24915592709296325,-0.2824703537802513,0
-0.19304901755539958,-0.24035069267339287,-0.2791503017329821,0
-0.2019781771590081,-0.25181101257199745,-0.28368922241246636,0
-0.207205787076337,-0.24380553501514762,-0.2715774261726485,0
-0.21007942430316548,-0.24421893785497809,-0.2676962559280609,0
-0.2084142007794759,-0.24359201721739687,-0.2656774629684413,0
-0.210476125370839,-0.24432730570042543,-0.2696014358600031,0
-0.2182107076033111,-0.25458396796020877,-0.26837297802294174,0
-0.22142232236120832,-0.25434058670173926,-0.2584782235390609,0
-0.2224969845993469,-0.25336162381623556,-0.25012819071556425,0
-0.22107980059456886,-0.2526615479399725,-0.24466626149894058,0
-0.21591517124009882,-0.25930953303263393,-0.24305070916263383,0
-0.21646957028355554,-0.258005449369373,-0.24183204041559694,0
-0.218758236476889,-0.2599995117502206,-0.24119285198506593,0
-0.2121780111544658,-0.2530646567096053,-0.250748130933627,0
-0.21095246548976768,-0.2536920507107529,-0.25775820602562155,0
-0.21098790596795772,-0.25357801742207314,-0.2523244868031034,0
-0.2083117785134815,-0.25192934064565864,-0.26186302652085197,0
-0.2120157902696607,-0.25334798401154346,-0.25385391871599167,0
-0.21752493997855485,-0.2616481841277002,-0.25613554511722475,0
-0.23040260526189035,-0.27639804361406345,-0.2516149170304836,0
-0.2280226170900677,-0.2737104453998748,-0.2538918804464055,0
-0.22398686992927772,-0.26994483405479897,-0.2615338760050073,0
-0.22558061403061266,-0.2707736067546015,-0.26008911288307346,0
-0.22634132872200083,-0.27039409974856476,-0.2619643695782045,0
-0.22509122232136583,-0.2693422662139562,-0.25954830483342944,0
-0.22364312272296996,-0.26734385898377566,-0.25924462740588283,0
-0.21286468200602418,-0.28286843273226314,-0.2592858860401874,0
-0.2110880364544954,-0.2806025703222746,-0.2593483975857453,0
-0.21113073802144908,-0.2812145068721449,-0.26208671216783164,0
-0.20844280760579895,-0.27808638828862003,-0.26974745776114645,0
-0.2041800440045434,-0.2868755094087208,-0.26913088787767725,0
-0.20644681536674062,-0.28945114245810016,-0.2581471687785507,0
-0.22456481500921707,-0.30661662341160467,-0.23283461374562378,0
-0.22280643468677705,-0.30375757614210674,-0.24016692364700903,0
-0.23929697907126793,-0.3175329691095464,-0.2148502687386164,0
-0.19896389778975263,-0.26891194401288526,-0.20074545267704186,0
-0.1612179335514893,-0.19861356315210654,-0.08119226952276315,0
-0.2338388596692413,-0.2582004683952813,0.16328932080095138,0
-0.17832375118508806,-0.2102910988899679,0.12859201376100476,0
-0.09113860661177212,-0.1311598589635879,-0.07507879471895804,0
-0.02553535305466942,-0.08432418601237868,-0.30523924946648473,0
0.0390282783906713,-0.004408026418376343,-0.3520124831127672,0
-0.0931654851968762,-0.13333970310377827,-0.13599869413123528,0
-0.16970785168799277,-0.19769034062160815,0.041762108329901404,0
-0.14321513891973622,-0.16197965798659375,0.05955084280629863,0
-0.14801488460426868,-0.17337832532828373,0.02698022609046613,0
-0.14435851581991752,-0.1685569360862575,0.030483819737084084,0
-0.1474790956944287,-0.1789911610683896,-0.0013110682960871811,0
-0.13147385067903575,-0.15677640065929846,0.008662528164755046,0
-0.13443113239877016,-0.15872545270232918,0.0257993318311876,0
-0.1463880157009347,-0.15077462066109956,0.05090186091506982,0
-0.12626470158335304,-0.1353548050561395,0.023292573618498236,0
-0.1352313767144244,-0.14577051000921817,0.0200021225774365,0
-0.1271401720238491,-0.1379781732855159,0.012189562108812724,0
-0.13008407969648342,-0.1417108551295116,0.011175594675687184,0
-0.1287007048905152,-0.14049753827956687,0.008068018654317055,0
-0.12339857281401453,-0.135367646957389,-0.002343418581594703,0
-0.1122675739898489,-0.1251046228864458,-0.015476138187897948,0
-0.11397621240219105,-0.13018747415431825,-0.01846970736882214,0
-0.10545248133139021,-0.12204625692384818,-0.044171106259381976,0
-0.09579116975988108,-0.10712986759378021,-0.08427135997357516,0
-0.09070531073162236,-0.1027546524423344,-0.1019410937566515,0
-0.08658356281290516,-0.11122898859768199,-0.09880161113913635,0
-0.09053627462018707,-0.11459243082949783,-0.08331249583505723,0
-0.0893389725131476,-0.11329256475607835,-0.08566559989496048,0
-0.09053334879970196,-0.11309153737451477,-0.08986397250580458,0
-0.08629118520743664,-0.10943399420142783,-0.10030451098926199,0
-0.08548902046830065,-0.10700222634753029,-0.10702637100477719,0
-0.08321052768988138,-0.10614664428106249,-0.10857352031998802,0
-0.09250608606061203,-0.1129425870083691,-0.08376602065641603,0
-0.09028834041165751,-0.09580283979161652,-0.06595332961363329,0
-0.09802701520981202,-0.10464715524750443,-0.06529879631902047,0
-0.1295692475937454,-0.13316408446080222,0.013597470948786605,0
-0.12904684825098503,-0.13316391042393644,0.021126952701815416,0
-0.1171408068275708,-0.13431590456484077,0.014291175576900073,0
-0.11443571050110071,-0.13222052309430807,0.011145863820333057,0
-0.11289457587622456,-0.12950971950618867,0.005490241727076739,0
-0.11029997195367855,-0.1273514959786705,-0.0011092267137726708,0
-0.1116613587067897,-0.12802097289566455,-0.0059471127699731174,0
-0.10785613718757062,-0.1267851201139742,-0.007370679565137317,0
-0.10953149459562747,-0.12637452177255667,-0.007004993539059368,0
-0.10845516943177261,-0.12548203954998205,-0.00938029902234816,0
-0.10707264374951739,-0.1253952890150232,-0.009810870766236102,0
-0.10667961115533339,-0.12491842711143031,-0.009295456182431494,0
-0.10793973841598106,-0.1265530787411733,-0.0049467465632148655,0
-0.10746656996921514,-0.12611412753373458,-0.00522037875225051,0
-0.10675118250225177,-0.1260390094933291,-0.004493313539586485,0
-0.10738510302799784,-0.12635130134003625,-0.002554962075618672,0
-0.10974069774120129,-0.1279602526466104,-0.005069237591401876,0
-0.11122173854250003,-0.12718582866807795,0.0010250781091021843,0
-0.11241129639044714,-0.1294975667335087,0.0016813339293367813,0
-0.11001269747480488,-0.12872052959071925,-0.0024812635925633986,0
-0.1137949901288908,-0.13117141982583339,0.001966871250959401,0
-0.1099538042591224,-0.12817237899826314,-0.004280458007055787,0
-0.09570276044644965,-0.13976986750912265,-0.01248842779937559,0
-0.1011455045869464,-0.14595919765920234,-0.015459012635051839,0
-0.10111806792358888,-0.14803904815445262,-0.022719912472968673,0
-0.1004089354254186,-0.14595044062896806,-0.02173955145425066,0
-0.11399141740912497,-0.13002581886126244,0.009047990185591825,0
-0.10961345508274098,-0.13936338309269283,-0.07881434655937197,0
-0.09732441130488859,-0.13039465952094484,-0.1395444926658007,0
-0.11471484950904579,-0.1383059491454019,-0.04811232825107542,0
-0.15264035725434547,-0.17188353501112064,-0.06414206798927066,0
-0.2074610075280652,-0.23116600730458114,0.02311759131369101,0
-0.2119821093603925,-0.23193718181762246,0.05572380168491503,0
-0.19294088377627158,-0.21580817703088015,0.018244537197638744,0
-0.18614886651476423,-0.20345887335730542,0.044153749359615746,0
-0.1773760458433594,-0.19112809104320638,0.04798725932808695,0
-0.18644220305804857,-0.20558398355380872,0.0440798733951161,0
-0.19037604917500353,-0.20593028310751457,0.07135548055340785,0
-0.17895436482961277,-0.20712597088287724,0.06231081648035469,0
-0.17943616217757327,-0.20796288676957708,0.05081597859417569,0
-0.16600442277516395,-0.19511889146019223,0.03546995810376846,0
-0.17011426174576735,-0.19713020765055034,0.03330920289719652,0
-0.17216136769110854,-0.18885767584169638,0.03435617496327398,0
-0.16638777648078476,-0.1829646537046627,0.024861281404773394,0
-0.16703894414942408,-0.18352948229960606,0.0276982353968368,0
-0.16913652521703956,-0.18562749191420602,0.03014621338406759,0
-0.17736087180567264,-0.18157981972272486,0.032572321641827995,0
-0.178534693152498,-0.18300217285003573,0.04292730363131064,0
-0.18952469782759848,-0.19318768142531673,0.0571220638518985,0
-0.19199944585540826,-0.19547347203472598,0.06121626111648587,0
-0.19964301394406622,-0.22633019151914022,0.09339892313843173,0
-0.1931065893945155,-0.22054346119244134,0.08625843917356663,0
-0.2027188000019898,-0.23145559516219377,0.09728668878660113,0
-0.18261317316151285,-0.2069769401006111,0.08427701889248351,0
-0.1519399945932026,-0.17523773717787117,0.04236151870031457,0
-0.04942482954722091,-0.06757508547078722,-0.11257082702266391,0
0.03202338801995232,0.008048417726560786,-0.31398385892867725,0
-0.007672576832306627,-0.015932354636937263,-0.1943814684159455,0
-0.201679908822714,-0.22097607495202445,0.04833324529007549,0
-0.22017848185163627,-0.2520280804774821,0.06635438011337719,0
-0.21895370217786,-0.25134127818559,0.06256846235192776,0
-0.21658252104443296,-0.24954051414265638,0.05362878126556997,0
-0.20677035504920602,-0.23860368076662775,0.056074743713264374,0
-0.20861178896264285,-0.24185257071900185,0.053092108989426234,0
-0.2050798822581327,-0.23836156206816161,0.049815830777829195,0
-0.2062888367710182,-0.23947817148347894,0.04689815668618852,0
-0.19109357070496083,-0.23730697950199098,0.0403963613218683,0
-0.1830561015261132,-0.227512035129954,0.031149538184343184,0
-0.19373212633528322,-0.23376466625743372,0.05838550580200963,0
-0.18255726229114824,-0.22343276656271016,0.06051558902883142,0
-0.18169469940947328,-0.2097072673708743,0.043514530736417145,0
-0.16840587343713556,-0.19102940641391836,0.0659342463934845,0
-0.11962892695014962,-0.13789573343666178,0.015160762603986466,0
-0.06134703631414473,-0.04845675024039253,0.12104173375615956,0
-0.07858528350410776,-0.06208320161644404,0.19064117626002175,0
-0.08406245778205498,-0.06950883492509669,0.20368625729021966,0
-0.09871044490192685,-0.07999010318967442,0.2523035672992146,0
-0.10258980784674201,-0.08787833644812626,0.23209459201691213,0
-0.07976078291096883,-0.04889092676741302,0.21232855050122007,0
-0.08048253887941165,-0.051815322512856754,0.194983937942738,0
-0.07777636649306344,-0.04834088030548822,0.20425800880804595,0
-0.07915002246916705,-0.05087982329753182,0.1965998736611062,0
-0.07242210562154597,-0.0565846701301585,0.19934955856238962,0
-0.07716725951244588,-0.05838635080660487,0.19534619264425446,0
-0.07233852001273708,-0.055545862148562164,0.20062518684086855,0
-0.07441565470869932,-0.05821979126662741,0.1951361312412428,0
-0.06861370055457935,-0.06498394147669151,0.19993509220880318,0
-0.06940943736381244,-0.06638252649753457,0.1987142428669772,0
-0.06821566084522665,-0.06433815007005106,0.20124588329208054,0
-0.06714021278891583,-0.06359953254577905,0.19731064092574152,0
-0.07114292357863186,-0.05423496218296825,0.1992929507863434,0
-0.07103916625250598,-0.05470181421418979,0.1959956542485059,0
-0.07021278050816851,-0.05374016828952782,0.19993487021670625,0
-0.07129734198647536,-0.05487541702057869,0.1969132455596645,0
-0.06695734295271819,-0.06213243614615327,0.1998315721131268,0
-0.06634051867156054,-0.06259912153232083,0.19742171185421453,0
-0.0669574310903644,-0.06212867065369898,0.19971881693970533,0
-0.06634019153653353,-0.06264286398154151,0.1975288338351618,0
-0.07278164711635476,-0.05463926703031169,0.1990738400676368,0
-0.07038940052359546,-0.05444119924293234,0.1973702030701,0
-0.07212471665618053,-0.05465672660629206,0.19921523427280824,0
-0.07243580932191607,-0.055403874989014334,0.19718043846149502,0
-0.06511737292311623,-0.061439821388118654,0.1997973950634923,0
-0.06559489249946066,-0.06244714360325021,0.1979133892222118,0
-0.06684680346664987,-0.06206301187220847,0.19946535245599978,0
-0.0691891283638329,-0.06370708486016635,0.19690643053145085,0
-0.0669723525722816,-0.06222936871586371,0.1991776313112476,0
-0.06895509944827813,-0.06342629599359728,0.19742342496433568,0
-0.06816381098323912,-0.06298784058532197,0.19831426135115088,0
-0.06821251836881881,-0.0632456145998862,0.1974454941097437,0
-0.0627694737359672,-0.07021114019689312,0.19942508404880227,0
-0.06291955225319831,-0.07076936551845131,0.19725390552282424,0
-0.06255128710808891,-0.07000371644004488,0.198610667143367,0
-0.062208057471109385,-0.07059220086499818,0.19794932388302294,0
-0.06865468250781781,-0.06276538686316036,0.1989589657074537,0
-0.06807101128109022,-0.06305384174066969,0.19762562442446574,0
-0.07459794832546465,-0.06454735427059471,0.19766373634174306,0
-0.06894224006461008,-0.06338466411057786,0.19753825845818496,0
-0.06947458149003355,-0.06296873248476742,0.19861650228189603,0
-0.06978780917039398,-0.06357159348451269,0.1974221233338233,0
-0.06836395188367139,-0.0625870445737145,0.1977896150504152,0
-0.07091841939042551,-0.06423484405237195,0.19679789419344085,0
-0.07351794033807149,-0.05483620095180869,0.19838776498093763,0
-0.07564883539301931,-0.05615136132782356,0.19688518014493106,0
-0.07463816393377276,-0.05549332256825301,0.19767793335990524,0
-0.07479176932988577,-0.05583029378606941,0.19708887734912056,0
-0.07028319665814534,-0.06325454313298229,0.19835390956372095,0
-0.07069664405203677,-0.06388823569580276,0.19733151457328335,0
-0.07027227556382129,-0.06319009052881952,0.1983391661639628,0
-0.07070137710287969,-0.0639632967945008,0.1973115920718685,0
-0.06620869634238444,-0.07126437662453577,0.19871456720445352,0
-0.06663487130414117,-0.07166802232765368,0.19463911468389766,0
-0.064111008588835,-0.06987769876423011,0.19192666606773684,0
-0.06529853093357241,-0.07114846076327058,0.19299822914994103,0
-0.07012464149244232,-0.06224628172208774,0.19292325445323744,0
-0.07070595728532358,-0.06293231889180734,0.1933663213567543,0
-0.07145280837790324,-0.06351744128597936,0.19566530355712658,0
-0.07240027358588455,-0.06451665786184185,0.19609006406888307,0
-0.06819637101984702,-0.07177447695942712,0.19586656888418336,0
-0.06468428317888061,-0.07045863926830043,0.1924897681169283,0
-0.06728181624189247,-0.07132115975771486,0.1965345155229577,0
-0.06783696941265738,-0.07217168038462002,0.19553873658524817,0
-0.05976816858783668,-0.08322364080104144,0.1955557943052303,0
-0.057313619544684224,-0.08217299345735984,0.19316472945090313,0
-0.06345535534877492,-0.08397850068350238,0.19360129381778385,0
-0.05917046114395566,-0.08301214194256817,0.19232334421886066,0
-0.06618201025870138,-0.07102416334933914,0.1956094787157076,0
-0.06714054927964172,-0.07170858952648257,0.19271737839805986,0
-0.0701521000209113,-0.07170049452198979,0.19092249906634473,0
-0.06776527541470731,-0.07136400764881656,0.19037899028629746,0
-0.0662028946472438,-0.06986331230358561,0.1923090888474685,0
-0.06785650804606136,-0.06984412912607163,0.18900541967016804,0
-0.06318919323804109,-0.0664293575428867,0.19041675428949023,0
-0.06553510110040248,-0.06818272629070493,0.19336020733986053,0
-0.056395647301955065,-0.0770234445602147,0.19961578266059904,0
-0.058289511015053974,-0.07937286604903404,0.20434050117534625,0
-0.06864553219728081,-0.0896223905920176,0.2170375091208822,0
-0.08268892752388449,-0.10560348575365958,0.23401027934478497,0
-0.11157575216549828,-0.11753699133270595,0.2516252543404152,0
-0.148684470930434,-0.15716208457132785,0.2903476127118148,0
-0.16392061148256806,-0.18535563598058186,0.22066299577848286,0
-0.11015361133116916,-0.15211929318839515,-0.008962609794351428,0
-0.12272561483491015,-0.17411927369683208,-0.06555399223588101,0
-0.15527078576862116,-0.19263221697922336,0.06052541638651038,0
-0.14397569696488957,-0.17855098239499118,0.058139759766148214,0
-0.11706866082502623,-0.15220775078746282,0.01077745476993791,0
-0.1185494208187439,-0.15437837348296302,0.00643999872179335,0
-0.10387290931058182,-0.1392570833320579,-0.011823010690684532,0
-0.09498239066497963,-0.13168201475073352,-0.03567538049336666,0
-0.09885591546020675,-0.13656782343806784,-0.0312822379475981,0
-0.09851211644214328,-0.13630202012478743,-0.032459326810083344,0
-0.09766261915440663,-0.13591106573648465,-0.03552172739889953,0
-0.097631810572087,-0.13533345314264494,-0.03293217776636481,0
-0.0985803942765309,-0.1361531136316698,-0.03019814406209631,0
-0.09079789901869192,-0.14750465995606127,-0.030659739578818068,0
-0.09035783500971506,-0.1483178280553418,-0.03421083545218806,0
-0.09122951446867555,-0.1481260211387995,-0.031013879334765126,0
-0.09256449900283922,-0.14862588947885985,-0.033445295494155924,0
-0.09936245314108907,-0.13692871122001926,-0.035087383230112124,0
-0.09746922329723248,-0.13558353675348542,-0.035723036568589495,0
-0.09827195354117071,-0.1364910639165151,-0.03546044347634353,0
-0.09865458418759407,-0.13625243219398875,-0.03600800487617917,0
-0.09277166882208979,-0.14795032257325513,-0.03352005187129897,0
-0.08952801506145344,-0.14656935146028166,-0.034333647211934715,0
-0.09303332199910783,-0.14794463043054817,-0.03132581468437462,0
-0.0899701525464757,-0.1462566369702186,-0.02879774931481932,0
-0.0906457131362747,-0.14598195171379327,-0.02698107293226376,0
-0.09093768255658802,-0.14694257822534887,-0.025421974799345604,0
-0.09237671793811658,-0.14846609733787547,-0.023893119636596016,0
-0.09376127446333848,-0.14888803727350133,-0.025645570889221647,0
-0.10137085915660851,-0.13749935325435578,-0.027203764178771073,0
-0.10229651764125305,-0.13791673852149294,-0.03284460290931296,0
-0.10071820132584489,-0.13655896341880627,-0.03228397738368777,0
-0.10713816023735998,-0.13945675031382088,-0.03622212385386431,0
-0.0923304828686167,-0.1474853487762839,-0.03439067220991765,0
-0.09299892185731543,-0.14851596958813224,-0.03540393527640595,0
-0.09320183800236961,-0.1487542682601988,-0.03562837265136559,0
-0.09383478497229675,-0.1487727014404228,-0.03602813949263711,0
-0.09540714550300616,-0.14974095418819935,-0.03471631348763721,0
-0.09240599286210896,-0.14883526945857709,-0.03601819105895149,0
-0.10154734479806218,-0.154178669373307,-0.030316419400665817,0
-0.09837844792634479,-0.15398872761695823,-0.02703440026034054,0
-0.09671140242191498,-0.15796124743416637,-0.026695750917476335,0
-0.09715625029142302,-0.1584534322902538,-0.025966283928892553,0
-0.0988666709203804,-0.15831819186730947,-0.027627422414354064,0
-0.09695052534604401,-0.15738457928872898,-0.025774093438306223,0
-0.09963403334808316,-0.15234001195195415,-0.022539994509371775,0
-0.09984269822682187,-0.15282144259492877,-0.01844727213606223,0
-0.09891819346963723,-0.15218442184390527,-0.021489900862567413,0
-0.09904346339002248,-0.15228614109364966,-0.021134332200450467,0
-0.09653648816189095,-0.15645624153208823,-0.023359215353810636,0
-0.09861697841614656,-0.15953536305587498,-0.020801559361077582,0
-0.10114144901598512,-0.16146848200534483,-0.019228017876012082,0
-0.10071161104350809,-0.1613541647049733,-0.022111123074008088,0
-0.10343149924712611,-0.1569392246244878,-0.02207344143683071,0
-0.1054346066814392,-0.15943172608860598,-0.021621206893178868,0
-0.10361378430051618,-0.15716576485750863,-0.02262580805701453,0
-0.1037047242161295,-0.15683882813232208,-0.024196766352254095,0
-0.10358462851947012,-0.15723874028988358,-0.022898252425237353,0
-0.1076400604746228,-0.16032620197959896,-0.020815938253851862,0
-0.10601244285077668,-0.15914168832697742,-0.02083534746503135,0
-0.10725720840397665,-0.16078843395567383,-0.02094014810214495,0
-0.10357999729373671,-0.16297740171789513,-0.020368761036925698,0
-0.10347935300931346,-0.16351270614283853,-0.018655960495432555,0
-0.10809409735631778,-0.16644048188944907,-0.011391972917445259,0
-0.10870060429123482,-0.1669162581239067,-0.008736888994857417,0
-0.10649033796146593,-0.17596033763506203,-0.005203038573105889,0
-0.10634654620967451,-0.1776909857410853,-0.0009968156704499576,0
-0.11613825066429576,-0.18092502939864255,-0.0020287822640437936,0
-0.10887519589106517,-0.1798493498053007,3.870849478171401e-05,0
-0.11131210312403042,-0.18198616851754248,0.0006503657338255975,0
-0.10784935719443131,-0.1780096377460109,-0.0020339340813309015,0
-0.10585525137609028,-0.1764171319884458,-0.0029285274290143937,0
-0.10716654544275736,-0.17777931877735884,-0.006134115373004734,0
-0.11017450013372307,-0.16867381634161413,-0.0035427794559749204,0
-0.11158607627160042,-0.16991741148946285,-0.005492685929221586,0
-0.1113652451545408,-0.16966161227845394,-0.005525098343919899,0
-0.11272759692259207,-0.17089651784579576,-0.00781570157896816,0
-0.11003677919609964,-0.16887881261700408,-0.0060016158061183544,0
-0.11185524677667583,-0.16971878066991045,-0.006909347579836689,0
-0.11243198237842891,-0.17069294946875085,-0.009262138075329385,0
-0.11110229739370828,-0.16967193298069352,-0.007601169647103612,0
-0.11044672224296212,-0.1682849010597163,-0.008795464117376695,0
-0.10917135187990415,-0.16827538215860804,-0.008157016177648746,0
-0.11046616841573156,-0.16815201627740314,-0.0028739721258092543,0
-0.11011828942237603,-0.16811950109595322,-0.004869297096532554,0
-0.1062630866204374,-0.1761053539163467,-0.00241956092858453,0
-0.10644412753965474,-0.17593747754436542,-0.005054702635724884,0
-0.10748010779013714,-0.17646845806319025,-0.0056130113892540745,0
-0.10743460604222924,-0.17743244166455713,-0.006838833763625429,0
-0.1041233966535389,-0.18633785421846677,-0.006262265065195449,0
-0.10354799710476839,-0.18613191823917105,-0.004587467821284885,0
-0.10544030474029634,-0.18822450061585103,-0.0026344580279888397,0
-0.10557706728098018,-0.18875809640656452,-0.005034112853710748,0
-0.11062861018444123,-0.19284748444639402,0.0035294425788843786,0
-0.1153897005818226,-0.1990268378979578,0.013470421492373263,0
