src,dst,sent_count,received_count,buffered_count,drop_cos_count,buffered_lowcos_count,sent_bytes,received_bytes,buffered_bytes,dropped_bytes,buffered_lowcos_bytes
S14,S4,21,21,19,2,0,37761,37761,34164,3597,0
S14,S5,17,17,9,8,0,30542,30542,16185,14357,0
S14,S6,21,21,0,21,0,37806,37806,0,37806,0
S14,S7,23,23,23,0,0,41377,41377,41377,0,0
S14,S8,30,30,14,16,0,54021,54021,25205,28816,0
S14,S9,1,1,0,1,0,1796,1796,0,1796,0
S15,S10,17,17,17,0,0,30500,30500,30500,0,0
S15,S11,13,13,12,1,0,23404,23404,21609,1795,0
S15,S13,15,15,13,2,0,26934,26934,23349,3585,0
S15,S14,29,29,24,5,0,52197,52197,43217,8980,0
S15,S16,28,28,20,8,0,50378,50378,35994,14384,0
S15,S17,15,15,14,1,0,27000,27000,25203,1797,0
S15,S2,6,6,6,0,0,10797,10797,10797,0,0
S15,S5,30,30,11,19,0,53954,53954,19796,34158,0
S15,S6,4,4,3,1,0,7191,7191,5401,1790,0
S15,S7,16,16,15,1,0,28791,28791,26993,1798,0
S15,S8,3,3,3,0,0,5393,5393,5393,0,0
S15,S9,21,21,20,1,0,37780,37780,35985,1795,0
S16,S10,3,3,2,1,0,5373,5373,3581,1792,0
S16,S13,1,1,0,1,0,1783,1783,0,1783,0
S16,S14,27,27,12,15,0,48516,48516,21539,26977,0
S16,S15,25,25,22,3,0,44998,44998,39612,5386,0
S16,S17,16,16,16,0,0,28815,28815,28815,0,0
S16,S2,1,1,1,0,0,1789,1789,1789,0,0
S16,S4,31,31,16,15,0,55748,55748,28766,26982,0
S16,S5,22,22,16,6,0,39596,39596,28784,10812,0
S16,S6,44,44,3,41,0,79112,79112,5411,73701,0
S16,S7,23,23,22,1,0,41354,41354,39564,1790,0
S16,S8,16,16,3,13,0,28778,28778,5402,23376,0
S16,S9,1,1,1,0,0,1792,1792,1792,0,0
S17,S11,1,1,1,0,0,1795,1795,1795,0,0
S17,S13,12,12,12,0,0,21569,21569,21569,0,0
S17,S14,26,26,26,0,0,46792,46792,46792,0,0
S17,S15,12,12,12,0,0,21617,21617,21617,0,0
S17,S16,3,3,2,1,0,5401,5401,3601,1800,0
S17,S2,1,1,0,1,0,1798,1798,0,1798,0
S17,S3,33,33,33,0,0,59366,59366,59366,0,0
S17,S4,1,1,1,0,0,1795,1795,1795,0,0
S17,S5,12,12,11,1,0,21586,21586,19791,1795,0
S17,S6,13,13,13,0,0,23388,23388,23388,0,0
S17,S7,2,2,1,1,0,3588,3588,1793,1795,0
S17,S8,27,27,18,9,0,48575,48575,32391,16184,0
S17,S9,21,21,20,1,0,37732,37732,35931,1801,0
S2,S10,13,13,13,0,0,23386,23386,23386,0,0
S2,S11,10,10,0,10,0,17975,17975,0,17975,0
S2,S13,16,16,16,0,0,28795,28795,28795,0,0
S2,S14,1,1,0,1,0,1802,1802,0,1802,0
S2,S15,21,21,16,5,0,37741,37741,28772,8969,0
S2,S16,1,1,0,1,0,1796,1796,0,1796,0
S2,S17,13,13,12,1,0,23380,23380,21587,1793,0
S2,S3,4,4,4,0,0,7192,7192,7192,0,0
S2,S4,1,1,1,0,0,1801,1801,1801,0,0
S2,S5,33,33,10,23,0,59327,59327,17985,41342,0
S2,S6,24,24,24,0,0,43162,43162,43162,0,0
S2,S8,27,27,19,8,0,48620,48620,34199,14421,0
S3,S10,1,1,1,0,0,1787,1787,1787,0,0
S3,S11,29,29,25,4,0,52166,52166,44995,7171,0
S3,S13,1,1,1,0,0,1783,1783,1783,0,0
S3,S14,14,14,13,1,0,25160,25160,23363,1797,0
S3,S15,15,15,15,0,0,26970,26970,26970,0,0
S3,S16,2,2,2,0,0,3583,3583,3583,0,0
S3,S17,24,24,22,2,0,43161,43161,39569,3592,0
S3,S2,25,25,24,1,0,44923,44923,43136,1787,0
S3,S4,12,12,0,12,0,21623,21623,0,21623,0
S3,S5,14,14,12,2,0,25209,25209,21618,3591,0
S3,S6,24,24,21,3,0,43131,43131,37767,5364,0
S3,S7,4,4,4,0,0,7188,7188,7188,0,0
S3,S8,6,6,6,0,0,10793,10793,10793,0,0
S3,S9,17,17,16,1,0,30542,30542,28756,1786,0
S4,S10,13,13,13,0,0,23383,23383,23383,0,0
S4,S11,29,29,28,1,0,52134,52134,50333,1801,0
S4,S13,2,2,2,0,0,3602,3602,3602,0,0
S4,S14,30,30,30,0,0,54005,54005,54005,0,0
S4,S15,1,1,1,0,0,1800,1800,1800,0,0
S4,S16,8,8,3,5,0,14410,14410,5405,9005,0
S4,S17,3,3,1,2,0,5375,5375,1793,3582,0
S4,S2,19,19,19,0,0,34192,34192,34192,0,0
S4,S3,1,1,0,1,0,1801,1801,0,1801,0
S4,S5,14,14,13,1,0,25217,25217,23423,1794,0
S4,S6,2,2,0,2,0,3589,3589,0,3589,0
S4,S7,5,5,5,0,0,9012,9012,9012,0,0
S4,S8,23,23,17,6,0,41362,41362,30568,10794,0
S4,S9,23,23,5,18,0,41392,41392,9001,32391,0
S5,S10,1,1,0,1,0,1789,1789,0,1789,0
S5,S11,14,14,13,1,0,25166,25166,23374,1792,0
S5,S14,2,2,0,2,0,3578,3578,0,3578,0
S5,S15,10,10,0,10,0,18006,18006,0,18006,0
S5,S16,65,65,45,20,0,116838,116838,80936,35902,0
S5,S2,8,8,6,2,0,14358,14358,10790,3568,0
S5,S3,27,27,25,2,0,48537,48537,44931,3606,0
S5,S4,1,1,0,1,0,1785,1785,0,1785,0
S5,S6,1,1,0,1,0,1792,1792,0,1792,0
S5,S7,1,1,0,1,0,1789,1789,0,1789,0
S5,S8,3,3,3,0,0,5395,5395,5395,0,0
S5,S9,54,54,30,24,0,97149,97149,54007,43142,0
S6,S11,32,32,32,0,0,57486,57486,57486,0,0
S6,S13,2,2,1,1,0,3580,3580,1791,1789,0
S6,S14,1,1,0,1,0,1794,1794,0,1794,0
S6,S15,13,13,13,0,0,23413,23413,23413,0,0
S6,S16,15,15,3,12,0,27003,27003,5406,21597,0
S6,S17,34,34,27,7,0,61196,61196,48595,12601,0
S6,S2,1,1,1,0,0,1799,1799,1799,0,0
S6,S3,4,4,4,0,0,7183,7183,7183,0,0
S6,S4,11,11,0,11,0,19797,19797,0,19797,0
S6,S7,39,39,31,8,0,70132,70132,55759,14373,0
S6,S8,39,39,39,0,0,70141,70141,70141,0,0
S7,S10,24,24,1,23,0,43127,43127,1790,41337,0
S7,S11,2,2,0,2,0,3582,3582,0,3582,0
S7,S13,16,16,10,6,0,28763,28763,17982,10781,0
S7,S14,30,30,29,1,0,53935,53935,52144,1791,0
S7,S15,22,22,21,1,0,39547,39547,37763,1784,0
S7,S16,6,6,6,0,0,10795,10795,10795,0,0
S7,S17,13,13,12,1,0,23348,23348,21559,1789,0
S7,S3,14,14,9,5,0,25167,25167,16183,8984,0
S7,S4,16,16,16,0,0,28796,28796,28796,0,0
S7,S6,25,25,15,10,0,44963,44963,26979,17984,0
S7,S8,24,24,24,0,0,43157,43157,43157,0,0
S7,S9,1,1,1,0,0,1797,1797,1797,0,0
S8,S10,3,3,3,0,0,5391,5391,5391,0,0
S8,S11,1,1,0,1,0,1792,1792,0,1792,0
S8,S13,1,1,1,0,0,1793,1793,1793,0,0
S8,S15,15,15,15,0,0,26978,26978,26978,0,0
S8,S16,24,24,17,7,0,43144,43144,30580,12564,0
S8,S17,36,36,19,17,0,64702,64702,34147,30555,0
S8,S2,12,12,12,0,0,21589,21589,21589,0,0
S8,S3,33,33,18,15,0,59354,59354,32375,26979,0
S8,S5,18,18,17,1,0,32360,32360,30562,1798,0
S8,S6,28,28,28,0,0,50437,50437,50437,0,0
S8,S7,21,21,18,3,0,37795,37795,32405,5390,0
S8,S9,14,14,6,8,0,25209,25209,10813,14396,0
S9,S10,1,1,0,1,0,1796,1796,0,1796,0
S9,S11,6,6,0,6,0,10791,10791,0,10791,0
S9,S13,14,14,14,0,0,25187,25187,25187,0,0
S9,S14,32,32,26,6,0,57494,57494,46711,10783,0
S9,S15,11,11,11,0,0,19794,19794,19794,0,0
S9,S16,33,33,32,1,0,59397,59397,57605,1792,0
S9,S17,29,29,29,0,0,52091,52091,52091,0,0
S9,S2,2,2,1,1,0,3584,3584,1793,1791,0
S9,S3,39,39,23,16,0,70143,70143,41374,28769,0
S9,S4,4,4,0,4,0,7206,7206,0,7206,0
S9,S5,6,6,3,3,0,10779,10779,5385,5394,0
S9,S6,1,1,0,1,0,1791,1791,0,1791,0
S9,S7,14,14,7,7,0,25227,25227,12625,12602,0
S9,S8,13,13,13,0,0,23419,23419,23419,0,0
