src,dst,sent_count,received_count,buffered_count,drop_cos_count,buffered_lowcos_count,sent_bytes,received_bytes,buffered_bytes,dropped_bytes,buffered_lowcos_bytes
S14,S5,16,16,16,0,0,28763,28763,28763,0,0
S14,S6,17,17,0,17,0,30609,30609,0,30609,0
S14,S7,30,30,22,8,0,53971,53971,39578,14393,0
S14,S8,30,30,17,13,0,53947,53947,30572,23375,0
S14,S9,2,2,2,0,0,3585,3585,3585,0,0
S15,S10,11,11,11,0,0,19807,19807,19807,0,0
S15,S11,13,13,0,13,0,23371,23371,0,23371,0
S15,S13,11,11,0,11,0,19789,19789,0,19789,0
S15,S14,42,42,41,1,0,75610,75610,73808,1802,0
S15,S16,25,25,24,1,0,44920,44920,43137,1783,0
S15,S17,1,1,1,0,0,1788,1788,1788,0,0
S15,S2,14,14,9,5,0,25215,25215,16216,8999,0
S15,S3,1,1,0,1,0,1787,1787,0,1787,0
S15,S5,29,29,28,1,0,52163,52163,50368,1795,0
S15,S6,3,3,3,0,0,5407,5407,5407,0,0
S15,S7,23,23,23,0,0,41403,41403,41403,0,0
S15,S8,3,3,2,1,0,5390,5390,3601,1789,0
S15,S9,14,14,14,0,0,25168,25168,25168,0,0
S16,S10,1,1,1,0,0,1796,1796,1796,0,0
S16,S14,33,33,31,2,0,59325,59325,55738,3587,0
S16,S15,12,12,11,1,0,21571,21571,19779,1792,0
S16,S17,22,22,20,2,0,39648,39648,36034,3614,0
S16,S3,1,1,0,1,0,1789,1789,0,1789,0
S16,S4,35,35,34,1,0,62906,62906,61128,1778,0
S16,S5,14,14,12,2,0,25210,25210,21609,3601,0
S16,S6,45,45,19,26,0,80936,80936,34164,46772,0
S16,S7,16,16,16,0,0,28771,28771,28771,0,0
S16,S8,22,22,20,2,0,39537,39537,35956,3581,0
S17,S10,1,1,1,0,0,1791,1791,1791,0,0
S17,S13,13,13,12,1,0,23356,23356,21567,1789,0
S17,S14,28,28,10,18,0,50300,50300,17943,32357,0
S17,S16,13,13,13,0,0,23342,23342,23342,0,0
S17,S3,22,22,11,11,0,39545,39545,19775,19770,0
S17,S4,2,2,2,0,0,3590,3590,3590,0,0
S17,S5,15,15,15,0,0,26967,26967,26967,0,0
S17,S6,8,8,8,0,0,14408,14408,14408,0,0
S17,S8,30,30,3,27,0,53995,53995,5404,48591,0
S17,S9,27,27,24,3,0,48587,48587,43200,5387,0
S2,S10,13,13,0,13,0,23385,23385,0,23385,0
S2,S11,3,3,2,1,0,5378,5378,3586,1792,0
S2,S13,15,15,13,2,0,27004,27004,23398,3606,0
S2,S15,12,12,0,12,0,21572,21572,0,21572,0
S2,S17,14,14,0,14,0,25192,25192,0,25192,0
S2,S3,19,19,19,0,0,34161,34161,34161,0,0
S2,S4,16,16,1,15,0,28765,28765,1791,26974,0
S2,S5,37,37,37,0,0,66563,66563,66563,0,0
S2,S6,30,30,16,14,0,53863,53863,28748,25115,0
S2,S7,1,1,1,0,0,1789,1789,1789,0,0
S2,S8,23,23,16,7,0,41314,41314,28761,12553,0
S2,S9,1,1,1,0,0,1787,1787,1787,0,0
S3,S10,12,12,12,0,0,21596,21596,21596,0,0
S3,S11,15,15,14,1,0,26962,26962,25170,1792,0
S3,S13,1,1,0,1,0,1792,1792,0,1792,0
S3,S14,16,16,16,0,0,28781,28781,28781,0,0
S3,S15,14,14,14,0,0,25184,25184,25184,0,0
S3,S17,14,14,12,2,0,25223,25223,21630,3593,0
S3,S2,27,27,25,2,0,48516,48516,44937,3579,0
S3,S4,9,9,0,9,0,16186,16186,0,16186,0
S3,S5,20,20,19,1,0,35965,35965,34172,1793,0
S3,S6,13,13,13,0,0,23394,23394,23394,0,0
S3,S7,13,13,12,1,0,23412,23412,21619,1793,0
S3,S8,8,8,0,8,0,14398,14398,0,14398,0
S3,S9,17,17,0,17,0,30569,30569,0,30569,0
S4,S10,11,11,0,11,0,19805,19805,0,19805,0
S4,S11,30,30,29,1,0,53993,53993,52196,1797,0
S4,S13,12,12,1,11,0,21580,21580,1793,19787,0
S4,S14,33,33,20,13,0,59373,59373,36049,23324,0
S4,S16,10,10,8,2,0,17947,17947,14371,3576,0
S4,S2,24,24,1,23,0,43131,43131,1784,41347,0
S4,S5,20,20,19,1,0,35944,35944,34151,1793,0
S4,S6,3,3,3,0,0,5400,5400,5400,0,0
S4,S7,4,4,4,0,0,7198,7198,7198,0,0
S4,S8,27,27,12,15,0,48540,48540,21574,26966,0
S4,S9,8,8,8,0,0,14350,14350,14350,0,0
S5,S10,1,1,1,0,0,1795,1795,1795,0,0
S5,S11,16,16,15,1,0,28790,28790,26997,1793,0
S5,S13,1,1,0,1,0,1798,1798,0,1798,0
S5,S15,16,16,16,0,0,28817,28817,28817,0,0
S5,S16,70,70,46,24,0,125956,125956,82785,43171,0
S5,S17,3,3,2,1,0,5373,5373,3582,1791,0
S5,S2,8,8,8,0,0,14406,14406,14406,0,0
S5,S3,27,27,27,0,0,48512,48512,48512,0,0
S5,S4,2,2,2,0,0,3595,3595,3595,0,0
S5,S6,3,3,2,1,0,5383,5383,3590,1793,0
S5,S8,3,3,3,0,0,5396,5396,5396,0,0
S5,S9,58,58,55,3,0,104386,104386,98997,5389,0
S6,S11,42,42,17,25,0,75523,75523,30575,44948,0
S6,S14,1,1,0,1,0,1787,1787,0,1787,0
S6,S15,19,19,19,0,0,34154,34154,34154,0,0
S6,S16,18,18,5,13,0,32395,32395,8985,23410,0
S6,S17,27,27,27,0,0,48563,48563,48563,0,0
S6,S2,3,3,1,2,0,5389,5389,1789,3600,0
S6,S3,6,6,6,0,0,10800,10800,10800,0,0
S6,S4,12,12,12,0,0,21580,21580,21580,0,0
S6,S7,30,30,29,1,0,53953,53953,52161,1792,0
S6,S8,26,26,13,13,0,46757,46757,23372,23385,0
S6,S9,1,1,1,0,0,1792,1792,1792,0,0
S7,S10,19,19,2,17,0,34152,34152,3591,30561,0
S7,S13,16,16,1,15,0,28736,28736,1796,26940,0
S7,S14,33,33,15,18,0,59401,59401,26993,32408,0
S7,S15,24,24,24,0,0,43200,43200,43200,0,0
S7,S16,3,3,3,0,0,5410,5410,5410,0,0
S7,S17,11,11,10,1,0,19743,19743,17952,1791,0
S7,S2,4,4,3,1,0,7173,7173,5375,1798,0
S7,S3,13,13,13,0,0,23380,23380,23380,0,0
S7,S4,15,15,15,0,0,26948,26948,26948,0,0
S7,S5,2,2,2,0,0,3587,3587,3587,0,0
S7,S6,21,21,21,0,0,37800,37800,37800,0,0
S7,S8,17,17,14,3,0,30563,30563,25162,5401,0
S8,S10,6,6,0,6,0,10773,10773,0,10773,0
S8,S13,1,1,1,0,0,1788,1788,1788,0,0
S8,S14,1,1,1,0,0,1791,1791,1791,0,0
S8,S15,16,16,16,0,0,28766,28766,28766,0,0
S8,S16,19,19,19,0,0,34178,34178,34178,0,0
S8,S17,34,34,29,5,0,61172,61172,52196,8976,0
S8,S2,4,4,4,0,0,7176,7176,7176,0,0
S8,S3,32,32,0,32,0,57539,57539,0,57539,0
S8,S5,14,14,14,0,0,25174,25174,25174,0,0
S8,S6,38,38,33,5,0,68436,68436,59424,9012,0
S8,S7,23,23,6,17,0,41440,41440,10800,30640,0
S8,S9,15,15,14,1,0,26934,26934,25134,1800,0
S9,S11,1,1,0,1,0,1794,1794,0,1794,0
S9,S13,17,17,12,5,0,30565,30565,21594,8971,0
S9,S14,32,32,25,7,0,57558,57558,44971,12587,0
S9,S15,4,4,4,0,0,7187,7187,7187,0,0
S9,S16,26,26,25,1,0,46761,46761,44959,1802,0
S9,S17,34,34,32,2,0,61214,61214,57623,3591,0
S9,S3,39,39,17,22,0,70184,70184,30619,39565,0
S9,S5,18,18,17,1,0,32415,32415,30614,1801,0
S9,S6,1,1,1,0,0,1796,1796,1796,0,0
S9,S7,18,18,16,2,0,32371,32371,28787,3584,0
S9,S8,14,14,13,1,0,25223,25223,23429,1794,0
