src,dst,sent_count,received_count,buffered_count,drop_cos_count,buffered_lowcos_count,sent_bytes,received_bytes,buffered_bytes,dropped_bytes,buffered_lowcos_bytes
S7,S4,7,7,0,7,0,12620,12620,0,12620,0
S7,S6,20,20,20,0,0,35977,35977,35977,0,0
S7,S8,9,9,0,9,0,16203,16203,0,16203,0
S8,S15,12,12,11,1,0,21596,21596,19803,1793,0
S8,S16,19,19,4,15,0,34198,34198,7208,26990,0
S8,S17,24,24,14,10,0,43236,43236,25233,18003,0
S8,S3,18,18,15,3,0,32399,32399,26998,5401,0
S8,S5,4,4,1,3,0,7197,7197,1796,5401,0
S8,S6,3,3,0,3,0,5401,5401,0,5401,0
S8,S7,23,23,0,23,0,41359,41359,0,41359,0
S8,S9,5,5,5,0,0,9009,9009,9009,0,0
S9,S10,2,2,2,0,0,3602,3602,3602,0,0
S9,S13,6,6,6,0,0,10792,10792,10792,0,0
S9,S14,13,13,10,3,0,23422,23422,18024,5398,0
S9,S16,4,4,4,0,0,7210,7210,7210,0,0
S9,S17,10,10,8,2,0,17991,17991,14394,3597,0
S9,S3,6,6,5,1,0,10808,10808,9008,1800,0
S9,S7,2,2,0,2,0,3605,3605,0,3605,0
